Date,volatility,momentum,price_strength,volume,breadth,safe_haven,sentiment_index,grade
2021-07-29,86.05299730200649,6.329226196306037,40.928223248268274,16.734917182545544,37.76846847440793,9.903423123376465,33.0,공포
2021-07-30,82.60204302594502,4.124580543330346,13.105882926827423,15.671987350136158,11.426909312548366,5.84142506163239,22.1,공포
2021-08-02,81.57801216519616,5.258074300670647,23.446505612235924,11.188569285082666,10.409451280348996,7.640918288275062,23.3,공포
2021-08-03,81.29219724773485,6.195537355450193,34.23477568365583,6.824525784945874,16.545922881891574,8.179515319799357,25.5,공포
2021-08-04,76.79588180145342,9.526476973997323,71.20685298453071,5.145320823682801,24.617021972528125,16.00502533304317,33.9,공포
2021-08-05,79.47973664900648,9.197202770196972,68.01592218052932,7.094246635660263,26.68272335582017,22.406090840794253,35.5,공포
2021-08-06,82.62019264806042,8.776771911326758,63.27579719860283,13.806672342956784,39.54096008517467,27.53837832707966,39.3,공포
2021-08-09,83.99628099019742,8.046427082868558,54.11229849771059,20.893558905723186,40.436664318452465,22.466950245940172,38.3,공포
2021-08-10,84.75660535472198,6.8918611148897195,38.82274280678185,27.187322476395504,40.30581842480971,15.288298509464592,35.5,공포
2021-08-11,83.68485876264953,5.606142766135372,21.41218198112614,29.275037401447534,15.683624951984394,13.720471412158902,28.2,공포
2021-08-12,84.78924516047122,5.081261489920631,14.380390623284045,32.97115727283413,11.41462401181736,10.064298126740228,26.5,공포
2021-08-13,82.12379983109747,3.550796123890114,2.9369439235492028,25.830017410599616,10.118685936462846,7.890179543731534,22.1,공포
2021-08-17,82.52943623847409,2.7054651944615307,0.6348178856595996,29.173826502217672,5.096197803580196,8.259454285367617,21.4,공포
2021-08-18,81.51732356703812,3.3561765039654556,1.7469902443506682,28.02321760712957,7.379685564321305,12.787227683215619,22.5,공포
2021-08-19,73.06722970490316,1.7373995817126742,0.03532026396118484,33.70152710246533,2.716068119729354,8.399196254370766,19.9,극도의 공포
2021-08-20,75.27666920169897,1.1685962903298401,0.0025078059402883616,35.802323552983964,2.8927096589098804,3.035323954059858,19.7,극도의 공포
2021-08-23,71.30082867482602,1.8059030196257704,0.042908730992346295,32.159343038604916,3.917690372919897,5.211852721279343,19.1,극도의 공포
2021-08-24,63.84838996699189,3.25997801726958,1.0542505649506608,29.69881587380777,8.956625797603907,14.820340492408446,20.3,공포
2021-08-25,63.70570348424342,3.71537609493243,1.7544406849449208,33.25183810759654,4.1057855610749865,15.546775619341686,20.3,공포
2021-08-26,63.22702427152004,3.1657991631793156,0.659935588490654,39.26435125169918,3.6069524348675346,12.842039398798061,20.5,공포
2021-08-27,63.068440309117356,3.4829134223236946,0.9276304723470871,33.000231043793505,4.609812481541523,12.110017007908446,19.5,극도의 공포
2021-08-30,65.91823880095166,4.021400173407983,1.6653240474849216,36.000684086029565,6.811888824614161,18.72822787396483,22.2,공포
2021-08-31,57.6652394768916,6.970595639912637,15.545418553523621,38.97964251064227,20.964952239353728,23.83594397770529,27.3,공포
2021-09-01,57.92664820386813,7.562700402624459,19.650603200522248,46.455499355962615,28.518586864092487,24.38623098862671,30.8,공포
2021-09-02,61.53239741719355,5.772780086818797,7.02137017833661,46.27583644990009,23.888010584729898,13.560062667612238,26.3,공포
2021-09-03,58.837279843961504,7.3458811132144515,16.688145265499692,54.07583699166301,41.59057410218321,19.011362221485626,32.9,공포
2021-09-06,58.57988588078324,7.548212841526551,17.78317232431194,64.87805432576592,52.68034174568454,21.261737965834843,37.1,공포
2021-09-07,58.06053203403355,6.64338620605627,10.778490712746851,69.79905443161311,41.53149927830529,18.51224239781176,34.2,공포
2021-09-08,57.139074022712485,5.427233089908494,4.337514295364364,74.0402270876129,56.68186594791192,19.405711305169167,36.2,공포
2021-09-09,52.31065175279811,3.5032004375452055,0.43210676063892667,78.36029948007547,51.602379253486816,14.733058437360075,33.5,공포
2021-09-10,51.58594835205829,4.05910664952566,0.8803384773749066,81.20282750927157,45.26849173871569,17.717266874479677,33.5,공포
2021-09-13,54.57027116621488,4.280035411712766,1.0752296727371713,81.04423767981896,27.530352817725976,25.93318904652969,32.4,공포
2021-09-14,55.164590214044566,5.364455494096592,3.0437736103145814,78.85433639269304,32.64423735977767,40.89055893135728,36.0,공포
2021-09-15,55.672511830569995,5.724396139487018,3.8401089960919315,66.86800457607039,43.02999146589751,36.90514797551137,35.3,공포
2021-09-16,65.3369659959877,4.742697757045209,1.459532081386409,49.070942746116216,30.56810314491574,47.67574176747315,33.1,공포
2021-09-17,70.1518007523436,5.346658569564338,2.4926009661942405,42.153183783892004,30.735405672663703,61.612142680274395,35.4,공포
2021-09-23,71.50263458783574,4.86222125422488,1.4899416836730786,35.14766913852464,8.321302307219625,50.55781977603626,28.6,공포
2021-09-24,78.3900263787773,4.879511687647083,1.4368772910407124,35.27446723530515,6.3664239264057745,38.78995863201589,27.5,공포
2021-09-27,78.21401662340726,5.405114528543496,2.230429926855059,46.76834639638851,14.596861697004272,39.16685588283265,31.1,공포
2021-09-28,75.34500023236164,4.01605351257201,0.44950999480526815,60.54121131265763,3.2041326960473424,40.91688376423915,30.7,공포
2021-09-29,71.53630093379111,2.919605778513906,0.06666527428295965,68.58306639633108,1.7692270039040867,29.462156210199176,29.1,공포
2021-09-30,71.5959220240838,3.3287896105872976,0.13927901657680208,76.99918802657768,3.3186153193147834,31.605256636575906,31.2,공포
2021-10-01,77.01362470243419,2.1495807899139843,0.00934039237622644,78.7414483591082,2.479575606535343,14.244543844098533,29.1,공포
2021-10-05,70.61646485283265,1.2741092838463208,0.0003466767394783029,75.66448362373016,2.31582245866505,7.404510796492547,26.2,공포
2021-10-06,65.32187058909125,0.7723701778566983,1.6766067252987184e-05,73.96132354634514,0.9296111709925969,8.033176912801354,24.8,공포
2021-10-07,55.20382396658457,1.4938089078284795,0.00150205765852302,63.48894523858712,4.404528941448579,10.028174767305199,22.4,공포
2021-10-08,55.50799929191831,1.572589823214812,0.002286577352211154,52.49963382135188,2.5049070645709404,8.473533224189456,20.1,공포
2021-10-12,52.83505906651198,1.1367465433878523,0.0004155119611429159,42.88807246919117,1.6650280173430974,8.428532361790175,17.8,극도의 공포
2021-10-13,47.80132094594208,1.666657069847567,0.0043251994599850605,39.32511458966919,4.288287279387813,11.150243552464346,17.4,극도의 공포
2021-10-14,43.31333845742081,2.7418737973701295,0.05853361470007466,28.24231146006574,8.421257550453376,23.37455510557127,17.7,극도의 공포
2021-10-15,41.01112457438242,3.6832918016175644,0.2267889250981708,40.27986511540809,13.84417001188487,26.478169782853445,20.9,공포
2021-10-18,41.12294696111366,3.6125805547874896,0.19536277747746236,52.00992906311672,13.26178507417909,25.599408227114605,22.6,공포
2021-10-19,40.75498132598445,4.594663647447274,0.5311532010636391,60.3328630489119,15.817468789230377,23.37428031816383,24.2,공포
2021-10-20,40.79618582247394,4.222851866180781,0.34315475763968667,55.47788816971971,18.430931497087165,22.182949872010816,23.6,공포
2021-10-21,41.5197648303794,4.225568388374079,0.32361940435019293,65.88803338408847,23.61526720067053,23.99854726817755,26.6,공포
2021-10-22,42.18592232274068,4.394645578359742,0.3601842315613107,56.005964794762896,21.376239273131603,21.900035186292666,24.4,공포
2021-10-25,41.12680335181703,5.143240634485694,0.6659402746865698,46.57863971956986,36.78137124690017,26.40743665984048,26.1,공포
2021-10-26,38.117255759568415,6.634949312014584,1.747027845513665,34.396648989679,64.83288180693857,31.637593085913274,29.6,공포
2021-10-27,37.563180809460526,5.739026509610012,0.9325109277792769,34.111867416860235,76.77465382130933,25.928973577997088,30.2,공포
2021-10-28,39.676665200562944,5.283433866736566,0.6266049831736574,24.350094936858152,56.90055783773976,20.61503494619425,24.6,공포
2021-10-29,39.25409049936428,4.0588142042755475,0.19566858179955188,20.631099977876076,41.5642299766837,31.089936432125263,22.8,공포
2021-11-01,39.275429220303025,4.546477737515624,0.3084974945004523,12.495710617023882,61.636343496071014,25.00395674029884,23.9,공포
2021-11-02,41.58211703513095,6.158005469309013,1.0189229525893149,13.475041917942765,63.43220721013568,42.211846703818594,28.0,공포
2021-11-03,47.114453881134544,4.785184387286326,0.35855191718988155,16.677113393892412,31.3783473647195,45.75046090689961,24.3,공포
2021-11-04,57.78629770921203,5.263495702406485,0.518226357120775,24.620519075754416,24.031701925333337,50.64807285679829,27.1,공포
2021-11-05,65.75257713067282,4.910532718970295,0.38315518033238016,30.826980684529293,22.287382095185425,30.66649735919995,25.8,공포
2021-11-08,65.45721595645219,4.742101052558631,0.22868539427749676,36.881688021294764,12.46679876396538,28.943588428384437,24.8,공포
2021-11-09,71.50428708149579,5.019008789166822,0.17508343893628794,46.96459445645352,16.32938471926902,32.013128288755766,28.7,공포
2021-11-10,70.21099660727083,4.107926282231093,0.056444361802633757,44.0548425310242,11.39069160575471,22.204851191086128,25.3,공포
2021-11-11,77.61489615106957,4.148099938188632,0.025233279543953886,32.83056099895443,10.923326476644613,17.68964986209842,23.9,공포
2021-11-12,72.6294219673598,6.018288301463056,0.17237521289039875,34.12200171155757,19.649508591103988,21.102561662357424,25.6,공포
2021-11-15,69.05124973944399,7.696710647233424,0.39968133614258017,43.12903746041913,20.488925410407077,23.48900092138181,27.4,공포
2021-11-16,70.78657180093488,7.810675809930235,0.39759514957415615,39.11695240863408,26.231567479084145,21.970322351503157,27.7,공포
2021-11-17,67.54350008815811,6.352579457194464,0.1005785409876576,39.706963171633724,21.342173728124152,19.0804041624129,25.7,공포
2021-11-18,66.8969686097534,5.945868784867243,0.07255339293580915,43.34608268437171,28.13184818254655,17.33488165626615,27.0,공포
2021-11-19,64.34367113369923,7.268361844869922,0.16514670854714733,43.67235800169313,34.110354689922495,21.70143906340649,28.5,공포
2021-11-22,58.4408119295431,9.851962004016263,0.4565966742858458,40.808782882541536,37.12150106481406,27.567224226428333,29.0,공포
2021-11-23,60.65938582298232,9.149635000793188,0.3030628202703176,37.9123360675984,46.2101506945359,18.747519668884326,28.8,공포
2021-11-24,62.11688999456392,9.23664795333125,0.29073042444765956,40.10098461571503,42.11439062590691,20.691318618870007,29.1,공포
2021-11-25,62.16190014355504,8.70137720051286,0.20398970689518683,44.579296327915195,42.307115848012586,23.828253271933292,30.3,공포
2021-11-26,60.54342811941859,6.7448800470176415,0.04419961030433881,39.446371378258206,29.71830679787032,11.081259899746204,24.6,공포
2021-11-29,58.63581615162762,5.838326525730928,0.008817902843573679,55.45590588256424,21.987522901562517,11.063242118226984,25.5,공포
2021-11-30,49.30174429305725,3.6926683894698136,0.0005950843044394809,76.75796582785459,15.215170251253202,2.596954197139153,24.6,공포
2021-12-01,37.23278753373967,6.045223340518852,0.016665302310446113,78.50138033583166,32.416885243528334,8.527354401963338,27.1,공포
2021-12-02,30.997935960090643,8.503398277919521,0.1264304986327299,78.86171334048801,33.103966855713864,15.136206298225186,27.8,공포
2021-12-03,30.010408016655887,10.147323421512,0.32655911432705387,76.1884511311339,31.19878156112056,27.58391176406385,29.2,공포
2021-12-06,30.31044321018281,10.774971123549065,0.43872102209206965,53.870017764358494,33.39148275182852,31.79421236035725,26.8,공포
2021-12-07,29.6720957692163,12.344080503747017,0.47870736734943464,26.13542217873748,49.21814806983477,40.23593018385363,26.3,공포
2021-12-08,32.695237104359876,13.406557560209386,0.3990114202246679,22.898710534958607,57.3639937316979,47.21472399192634,29.0,공포
2021-12-09,31.674833896667053,15.919838183772262,0.8204999091446428,22.572929614517363,58.73494488465381,54.1267204834721,30.6,공포
2021-12-10,34.74119163266201,14.664658687255471,0.4521408808931122,23.235103776702136,39.85667442728285,37.49744073879761,25.1,공포
2021-12-13,36.94776058253265,14.32751312906681,0.38712376969094503,20.5937946965597,42.52520580563174,30.650056522021487,24.2,공포
2021-12-14,36.53402470694779,13.613642573438794,0.28085054662067377,23.002818358443417,39.28758868856021,24.72092003343962,22.9,공포
2021-12-15,40.07875574240148,14.07455787975535,0.18704390888241534,21.2720204413701,44.64291181519112,31.91230370773721,25.4,공포
2021-12-16,40.34351635257322,15.809015812972982,0.4054586895114093,17.048596923821226,67.25067270168361,41.493080695684924,30.4,공포
2021-12-17,41.45147155844977,17.144059764006702,0.6698348170815634,19.450702282501926,80.51242586177392,36.65045502801077,32.6,공포
2021-12-20,38.137932683972075,13.064008411077266,0.11668579821435285,21.54451813497519,85.88168535482225,12.583887714971254,28.6,공포
2021-12-21,38.19693055889333,14.328992727827883,0.2201350652164271,13.8935050397814,76.25511742376762,15.595206421510193,26.4,공포
2021-12-22,37.954859175061664,15.460800587823947,0.3567033611490017,16.327086482453463,63.724947684131415,20.910328028741894,25.8,공포
2021-12-23,38.06556103769817,17.014809481608733,0.6275163841598527,22.325334132258355,59.48415491811991,34.336973356500465,28.6,공포
2021-12-24,44.02832858941482,18.70990952233828,1.0591635859931805,28.9926315271983,64.00593001188018,58.765515755254505,35.9,공포
2021-12-27,46.287834244707405,17.917965858160073,0.8020233998049476,43.42786331115679,46.8513555430228,60.48586709753796,36.0,공포
2021-12-28,67.03504908317117,20.309235693049438,1.559113107337776,68.44438258556708,52.82360611460264,86.984928646819,49.5,중립
2021-12-29,74.29087644837597,18.11780871949058,0.5224515272955218,75.13587348230146,24.27756934379649,67.57019298196099,43.3,중립
2021-12-30,79.47830940498582,17.102787024156914,0.1299696498362649,74.8077917889217,25.86558362676339,54.557801214542444,42.0,중립
2022-01-04,80.58931014184924,18.57496036503304,0.23327735424388024,77.91005949355134,36.24793471363077,52.95117905717053,44.4,중립
2022-01-05,76.26607422464608,15.801595983390731,0.05454309750139096,89.52019999473583,27.00866047685745,45.442859672330265,42.3,중립
2022-01-06,74.17372613729835,13.490151411814699,0.009767571636595428,92.85110911628287,16.869643292531016,36.708662936995246,39.0,공포
2022-01-07,69.5427781584897,16.76045973259398,0.061813939043837876,92.13207691969976,23.625070053833706,46.95913177719311,41.5,중립
2022-01-10,70.72084138096875,14.723139795516293,0.026541275957565565,92.77044614334793,13.727509070303068,32.232754031322905,37.4,공포
2022-01-11,71.24070273408371,15.12291759225699,0.03807790612638024,89.60141631747814,27.986152530351973,36.899388435823255,40.1,중립
2022-01-12,62.74773572315425,19.650353826571777,0.254390145697871,73.26480129900972,43.83960827926614,49.912192643099296,41.6,중립
2022-01-13,62.86220676349249,18.96799726454065,0.2126910777976853,59.542499322936784,35.483583384976036,49.787605547163494,37.8,공포
2022-01-14,57.56020474325791,15.48374869156645,0.0643517452682002,56.613129217453896,18.081935457968573,43.585411481425254,31.9,공포
2022-01-17,56.285880180349544,13.069672167217345,0.02673792225758551,62.105673714591326,9.163044398732866,35.266242028168094,29.3,공포
2022-01-18,55.8536885114989,11.368356018145393,0.01459671465290799,59.385138432092845,7.974222313598695,24.83158592165141,26.6,공포
2022-01-19,62.73260771961311,10.061664323519516,0.009711465606684276,53.52267401003956,3.5104531019147442,34.84915678459169,27.4,공포
2022-01-20,61.040548408449794,11.773868528989423,0.03044937364544553,37.62382234999605,8.550462507448392,42.056515922444746,26.8,공포
